Datum;BundeslandID;Bevölkerung;Name;GemeldeteImpfungenLaender;GemeldeteImpfungenLaenderPro100
2021-03-25T23:59:59+01:00;6;1246395;Steiermark;178905;14.35
2021-03-25T23:59:59+01:00;7;757634;Tirol;162322;21.42
2021-03-25T23:59:59+01:00;8;397139;Vorarlberg;71272;17.95
2021-03-25T23:59:59+01:00;9;1911191;Wien;270727;14.17
2021-03-25T23:59:59+01:00;10;8901064;Österreich;1440434;16.18
2021-03-26T23:59:59+01:00;1;294436;Burgenland;51833;17.60
2021-03-26T23:59:59+01:00;2;561293;Kärnten;99693;17.76
2021-03-26T23:59:59+01:00;3;1684287;Niederösterreich;299250;17.77
2021-03-26T23:59:59+01:00;4;1490279;Oberösterreich;239765;16.Sep
2021-03-26T23:59:59+01:00;5;558410;Salzburg;84802;15.19
2021-03-26T23:59:59+01:00;6;1246395;Steiermark;184597;14.81
2021-03-26T23:59:59+01:00;7;757634;Tirol;166731;22.Jän
2021-03-26T23:59:59+01:00;8;397139;Vorarlberg;74499;18.76
2021-03-26T23:59:59+01:00;9;1911191;Wien;277610;14.53
2021-03-26T23:59:59+01:00;10;8901064;Österreich;1489710;16.74
2021-03-27T23:59:59+01:00;1;294436;Burgenland;54167;18.40
2021-03-27T23:59:59+01:00;2;561293;Kärnten;104095;18.55
2021-03-27T23:59:59+01:00;3;1684287;Niederösterreich;306097;18.17
2021-03-27T23:59:59+01:00;4;1490279;Oberösterreich;251812;16.90
2021-03-27T23:59:59+01:00;5;558410;Salzburg;85928;15.39
2021-03-27T23:59:59+01:00;6;1246395;Steiermark;187791;15.Jul
2021-03-27T23:59:59+01:00;7;757634;Tirol;168453;22.23
2021-03-27T23:59:59+01:00;8;397139;Vorarlberg;77276;19.46
2021-03-27T23:59:59+01:00;9;1911191;Wien;283067;14.81
2021-03-27T23:59:59+01:00;10;8901064;Österreich;1529790;17.19
2021-03-28T23:59:59+02:00;1;294436;Burgenland;56493;19.19
2021-03-28T23:59:59+02:00;2;561293;Kärnten;106810;19.Mär
2021-03-28T23:59:59+02:00;3;1684287;Niederösterreich;308013;18.29
2021-03-28T23:59:59+02:00;4;1490279;Oberösterreich;252472;16.94
2021-03-28T23:59:59+02:00;5;558410;Salzburg;85981;15.40
2021-03-28T23:59:59+02:00;6;1246395;Steiermark;188618;15.13
2021-03-28T23:59:59+02:00;7;757634;Tirol;169766;22.41
2021-03-28T23:59:59+02:00;8;397139;Vorarlberg;79173;19.94
2021-03-28T23:59:59+02:00;9;1911191;Wien;286100;14.97
2021-03-28T23:59:59+02:00;10;8901064;Österreich;1544597;17.35
2021-03-29T23:59:59+02:00;1;294436;Burgenland;56671;19.25
2021-03-29T23:59:59+02:00;2;561293;Kärnten;107298;19.Dez
2021-03-29T23:59:59+02:00;3;1684287;Niederösterreich;312336;18.54
2021-03-29T23:59:59+02:00;4;1490279;Oberösterreich;258692;17.36
2021-03-29T23:59:59+02:00;5;558410;Salzburg;88046;15.77
2021-03-29T23:59:59+02:00;6;1246395;Steiermark;192289;15.43
2021-03-29T23:59:59+02:00;7;757634;Tirol;171982;22.70
2021-03-29T23:59:59+02:00;8;397139;Vorarlberg;79192;19.94
2021-03-29T23:59:59+02:00;9;1911191;Wien;291158;15.23
2021-03-29T23:59:59+02:00;10;8901064;Österreich;1569086;17.63
2021-03-30T23:59:59+02:00;1;294436;Burgenland;58208;19.77
2021-03-30T23:59:59+02:00;2;561293;Kärnten;108216;19.28
2021-03-30T23:59:59+02:00;3;1684287;Niederösterreich;318910;18.93
2021-03-30T23:59:59+02:00;4;1490279;Oberösterreich;267241;17.93
2021-03-30T23:59:59+02:00;5;558410;Salzburg;91842;16.45
2021-03-30T23:59:59+02:00;6;1246395;Steiermark;200219;16.Jun
2021-03-30T23:59:59+02:00;7;757634;Tirol;175067;23.Nov
2021-03-30T23:59:59+02:00;8;397139;Vorarlberg;79204;19.94
2021-03-30T23:59:59+02:00;9;1911191;Wien;300766;15.74
2021-03-30T23:59:59+02:00;10;8901064;Österreich;1611455;18.Okt
2021-03-31T23:59:59+02:00;1;294436;Burgenland;59473;20.20
2021-03-31T23:59:59+02:00;2;561293;Kärnten;110097;19.61
2021-03-31T23:59:59+02:00;3;1684287;Niederösterreich;326032;19.36
2021-03-31T23:59:59+02:00;4;1490279;Oberösterreich;271172;18.20
2021-03-31T23:59:59+02:00;5;558410;Salzburg;96180;17.22
2021-03-31T23:59:59+02:00;6;1246395;Steiermark;205456;16.48
2021-03-31T23:59:59+02:00;7;757634;Tirol;177154;23.38
2021-03-31T23:59:59+02:00;8;397139;Vorarlberg;79851;20.Nov
2021-03-31T23:59:59+02:00;9;1911191;Wien;303948;15.90
2021-03-31T23:59:59+02:00;10;8901064;Österreich;1641332;18.44
2021-04-01T23:59:59+02:00;1;294436;Burgenland;59849;20.33
2021-04-01T23:59:59+02:00;2;561293;Kärnten;111864;19.93
2021-04-01T23:59:59+02:00;3;1684287;Niederösterreich;333886;19.82
2021-04-01T23:59:59+02:00;4;1490279;Oberösterreich;279557;18.76
2021-04-01T23:59:59+02:00;5;558410;Salzburg;99675;17.85
2021-04-01T23:59:59+02:00;6;1246395;Steiermark;208299;16.71
2021-04-01T23:59:59+02:00;7;757634;Tirol;180643;23.84
2021-04-01T23:59:59+02:00;8;397139;Vorarlberg;84033;21.16
2021-04-01T23:59:59+02:00;9;1911191;Wien;312856;16.37
2021-04-01T23:59:59+02:00;10;8901064;Österreich;1682949;18.91
2021-04-02T23:59:59+02:00;1;294436;Burgenland;62562;21.25
2021-04-02T23:59:59+02:00;2;561293;Kärnten;112433;20.Mär
2021-04-02T23:59:59+02:00;3;1684287;Niederösterreich;343304;20.38
2021-04-02T23:59:59+02:00;4;1490279;Oberösterreich;286840;19.25
2021-04-02T23:59:59+02:00;5;558410;Salzburg;102381;18.33
2021-04-02T23:59:59+02:00;6;1246395;Steiermark;210454;16.89
2021-04-02T23:59:59+02:00;7;757634;Tirol;185479;24.48
2021-04-02T23:59:59+02:00;8;397139;Vorarlberg;87466;22.Feb
2021-04-02T23:59:59+02:00;9;1911191;Wien;324387;16.97
2021-04-02T23:59:59+02:00;10;8901064;Österreich;1727929;19.41
2021-04-03T23:59:59+02:00;1;294436;Burgenland;62665;21.28
2021-04-03T23:59:59+02:00;2;561293;Kärnten;115449;20.57
2021-04-03T23:59:59+02:00;3;1684287;Niederösterreich;347661;20.64
2021-04-03T23:59:59+02:00;4;1490279;Oberösterreich;289701;19.44
2021-04-03T23:59:59+02:00;5;558410;Salzburg;102442;18.35
2021-04-03T23:59:59+02:00;6;1246395;Steiermark;210609;16.90
2021-04-03T23:59:59+02:00;7;757634;Tirol;187809;24.79
2021-04-03T23:59:59+02:00;8;397139;Vorarlberg;87467;22.Feb
2021-04-03T23:59:59+02:00;9;1911191;Wien;332281;17.39
2021-04-03T23:59:59+02:00;10;8901064;Österreich;1748821;19.65
2021-04-04T23:59:59+02:00;1;294436;Burgenland;62682;21.29
2021-04-04T23:59:59+02:00;2;561293;Kärnten;118642;21.14
2021-04-04T23:59:59+02:00;3;1684287;Niederösterreich;348945;20.72
2021-04-04T23:59:59+02:00;4;1490279;Oberösterreich;289984;19.46
2021-04-04T23:59:59+02:00;5;558410;Salzburg;102446;18.35
2021-04-04T23:59:59+02:00;6;1246395;Steiermark;210871;16.92
2021-04-04T23:59:59+02:00;7;757634;Tirol;188217;24.84
2021-04-04T23:59:59+02:00;8;397139;Vorarlberg;87468;22.Feb
2021-04-04T23:59:59+02:00;9;1911191;Wien;336587;17.61
2021-04-04T23:59:59+02:00;10;8901064;Österreich;1758620;19.76
2021-04-05T23:59:59+02:00;1;294436;Burgenland;62701;21.30
2021-04-05T23:59:59+02:00;2;561293;Kärnten;121215;21.60
2021-04-05T23:59:59+02:00;3;1684287;Niederösterreich;350160;20.79
2021-04-05T23:59:59+02:00;4;1490279;Oberösterreich;290102;19.47
2021-04-05T23:59:59+02:00;5;558410;Salzburg;102512;18.36
2021-04-05T23:59:59+02:00;6;1246395;Steiermark;210926;16.92
2021-04-05T23:59:59+02:00;7;757634;Tirol;188711;24.91
2021-04-05T23:59:59+02:00;8;397139;Vorarlberg;91451;23.Mär
2021-04-05T23:59:59+02:00;9;1911191;Wien;342946;17.94
2021-04-05T23:59:59+02:00;10;8901064;Österreich;1773606;19.93
2021-04-06T23:59:59+02:00;1;294436;Burgenland;65713;22.32
2021-04-06T23:59:59+02:00;2;561293;Kärnten;125081;22.28
2021-04-06T23:59:59+02:00;3;1684287;Niederösterreich;360743;21.42
2021-04-06T23:59:59+02:00;4;1490279;Oberösterreich;291500;19.56
2021-04-06T23:59:59+02:00;5;558410;Salzburg;103827;18.59
2021-04-06T23:59:59+02:00;6;1246395;Steiermark;214646;17.22
2021-04-06T23:59:59+02:00;7;757634;Tirol;191916;25.33
2021-04-06T23:59:59+02:00;8;397139;Vorarlberg;93340;23.50
2021-04-06T23:59:59+02:00;9;1911191;Wien;354065;18.53
2021-04-06T23:59:59+02:00;10;8901064;Österreich;1813867;20.38
2021-04-07T23:59:59+02:00;1;294436;Burgenland;68022;23.Okt
2021-04-07T23:59:59+02:00;2;561293;Kärnten;127798;22.77
2021-04-07T23:59:59+02:00;3;1684287;Niederösterreich;376064;22.33
2021-04-07T23:59:59+02:00;4;1490279;Oberösterreich;303144;20.34
2021-04-07T23:59:59+02:00;5;558410;Salzburg;108544;19.44
2021-04-07T23:59:59+02:00;6;1246395;Steiermark;221480;17.77
2021-04-07T23:59:59+02:00;7;757634;Tirol;198042;26.14
2021-04-07T23:59:59+02:00;8;397139;Vorarlberg;94695;23.84
2021-04-07T23:59:59+02:00;9;1911191;Wien;361244;18.90
2021-04-07T23:59:59+02:00;10;8901064;Österreich;1872531;21.Apr
2021-04-08T23:59:59+02:00;1;294436;Burgenland;70887;24.Aug
2021-04-08T23:59:59+02:00;2;561293;Kärnten;131503;23.43
2021-04-08T23:59:59+02:00;3;1684287;Niederösterreich;389750;23.14
2021-04-08T23:59:59+02:00;4;1490279;Oberösterreich;315642;21.18
2021-04-08T23:59:59+02:00;5;558410;Salzburg;113331;20.30
2021-04-08T23:59:59+02:00;6;1246395;Steiermark;228305;18.32
2021-04-08T23:59:59+02:00;7;757634;Tirol;209836;27.70
2021-04-08T23:59:59+02:00;8;397139;Vorarlberg;98012;24.68
2021-04-08T23:59:59+02:00;9;1911191;Wien;375879;19.67
2021-04-08T23:59:59+02:00;10;8901064;Österreich;1947126;21.88
2021-04-09T23:59:59+02:00;1;294436;Burgenland;74431;25.28
2021-04-09T23:59:59+02:00;2;561293;Kärnten;134117;23.89
2021-04-09T23:59:59+02:00;3;1684287;Niederösterreich;405794;24.Sep
2021-04-09T23:59:59+02:00;4;1490279;Oberösterreich;330314;22.16
2021-04-09T23:59:59+02:00;5;558410;Salzburg;118908;21.29
2021-04-09T23:59:59+02:00;6;1246395;Steiermark;233638;18.75
2021-04-09T23:59:59+02:00;7;757634;Tirol;227434;30.02
2021-04-09T23:59:59+02:00;8;397139;Vorarlberg;99864;25.15
2021-04-09T23:59:59+02:00;9;1911191;Wien;385858;20.19
2021-04-09T23:59:59+02:00;10;8901064;Österreich;2024861;22.75
2021-04-10T23:59:59+02:00;1;294436;Burgenland;77049;26.17
2021-04-10T23:59:59+02:00;2;561293;Kärnten;139162;24.79
2021-04-10T23:59:59+02:00;3;1684287;Niederösterreich;415191;24.65
2021-04-10T23:59:59+02:00;4;1490279;Oberösterreich;337903;22.67
2021-04-10T23:59:59+02:00;5;558410;Salzburg;119906;21.47
2021-04-10T23:59:59+02:00;6;1246395;Steiermark;237395;19.Mai
2021-04-10T23:59:59+02:00;7;757634;Tirol;248485;32.80
2021-04-10T23:59:59+02:00;8;397139;Vorarlberg;105985;26.69
2021-04-10T23:59:59+02:00;9;1911191;Wien;393761;20.60
2021-04-10T23:59:59+02:00;10;8901064;Österreich;2089837;23.48
2021-04-11T23:59:59+02:00;1;294436;Burgenland;78990;26.83
2021-04-11T23:59:59+02:00;2;561293;Kärnten;143641;25.59
2021-04-11T23:59:59+02:00;3;1684287;Niederösterreich;418139;24.83
2021-04-11T23:59:59+02:00;4;1490279;Oberösterreich;338529;22.72
2021-04-11T23:59:59+02:00;5;558410;Salzburg;120182;21.52
2021-04-11T23:59:59+02:00;6;1246395;Steiermark;238497;19.13
2021-04-11T23:59:59+02:00;7;757634;Tirol;258793;34.16
2021-04-11T23:59:59+02:00;8;397139;Vorarlberg;106962;26.93
2021-04-11T23:59:59+02:00;9;1911191;Wien;398309;20.84
2021-04-11T23:59:59+02:00;10;8901064;Österreich;2117170;23.79
2021-04-12T23:59:59+02:00;1;294436;Burgenland;82018;27.86
2021-04-12T23:59:59+02:00;2;561293;Kärnten;144373;25.72
2021-04-12T23:59:59+02:00;3;1684287;Niederösterreich;425423;25.26
2021-04-12T23:59:59+02:00;4;1490279;Oberösterreich;340193;22.83
2021-04-12T23:59:59+02:00;5;558410;Salzburg;122288;21.90
2021-04-12T23:59:59+02:00;6;1246395;Steiermark;245460;19.69
2021-04-12T23:59:59+02:00;7;757634;Tirol;264113;34.86
2021-04-12T23:59:59+02:00;8;397139;Vorarlberg;107042;26.95
2021-04-12T23:59:59+02:00;9;1911191;Wien;407830;21.34
2021-04-12T23:59:59+02:00;10;8901064;Österreich;2154019;24.20
2021-04-13T23:59:59+02:00;1;294436;Burgenland;82288;27.95
2021-04-13T23:59:59+02:00;2;561293;Kärnten;146011;26.Jän
2021-04-13T23:59:59+02:00;3;1684287;Niederösterreich;435196;25.84
2021-04-13T23:59:59+02:00;4;1490279;Oberösterreich;346655;23.26
2021-04-13T23:59:59+02:00;5;558410;Salzburg;124944;22.37
2021-04-13T23:59:59+02:00;6;1246395;Steiermark;251357;20.17
2021-04-13T23:59:59+02:00;7;757634;Tirol;270476;35.70
2021-04-13T23:59:59+02:00;8;397139;Vorarlberg;107055;26.96
2021-04-13T23:59:59+02:00;9;1911191;Wien;417982;21.87
2021-04-13T23:59:59+02:00;10;8901064;Österreich;2197468;24.69
2021-04-14T23:59:59+02:00;1;294436;Burgenland;82509;28.Feb
2021-04-14T23:59:59+02:00;2;561293;Kärnten;148799;26.51
2021-04-14T23:59:59+02:00;3;1684287;Niederösterreich;449884;26.71
2021-04-14T23:59:59+02:00;4;1490279;Oberösterreich;359930;24.15
2021-04-14T23:59:59+02:00;5;558410;Salzburg;128485;23.Jän
2021-04-14T23:59:59+02:00;6;1246395;Steiermark;265842;21.33
2021-04-14T23:59:59+02:00;7;757634;Tirol;275077;36.31
2021-04-14T23:59:59+02:00;8;397139;Vorarlberg;108978;27.44
2021-04-14T23:59:59+02:00;9;1911191;Wien;428311;22.41
2021-04-14T23:59:59+02:00;10;8901064;Österreich;2263713;25.43
2021-04-15T23:59:59+02:00;1;294436;Burgenland;85861;29.16
2021-04-15T23:59:59+02:00;2;561293;Kärnten;151446;26.98
2021-04-15T23:59:59+02:00;3;1684287;Niederösterreich;463368;27.51
2021-04-15T23:59:59+02:00;4;1490279;Oberösterreich;373137;25.Apr
2021-04-15T23:59:59+02:00;5;558410;Salzburg;132356;23.70
2021-04-15T23:59:59+02:00;6;1246395;Steiermark;280736;22.52
2021-04-15T23:59:59+02:00;7;757634;Tirol;278889;36.81
2021-04-15T23:59:59+02:00;8;397139;Vorarlberg;112459;28.32
2021-04-15T23:59:59+02:00;9;1911191;Wien;439956;23.Feb
2021-04-15T23:59:59+02:00;10;8901064;Österreich;2334458;26.23
2021-04-16T23:59:59+02:00;1;294436;Burgenland;88865;30.18
2021-04-16T23:59:59+02:00;2;561293;Kärnten;152973;27.25
2021-04-16T23:59:59+02:00;3;1684287;Niederösterreich;477562;28.35
2021-04-16T23:59:59+02:00;4;1490279;Oberösterreich;387207;25.98
2021-04-16T23:59:59+02:00;5;558410;Salzburg;135822;24.32
2021-04-16T23:59:59+02:00;6;1246395;Steiermark;291184;23.36
2021-04-16T23:59:59+02:00;7;757634;Tirol;284519;37.55
2021-04-16T23:59:59+02:00;8;397139;Vorarlberg;119583;30.Nov
2021-04-16T23:59:59+02:00;9;1911191;Wien;451625;23.63
2021-04-16T23:59:59+02:00;10;8901064;Österreich;2405952;27.Mär
2021-04-17T23:59:59+02:00;1;294436;Burgenland;92686;31.48
2021-04-17T23:59:59+02:00;2;561293;Kärnten;160180;28.54
2021-04-17T23:59:59+02:00;3;1684287;Niederösterreich;495427;29.41
2021-04-17T23:59:59+02:00;4;1490279;Oberösterreich;391685;26.28
2021-04-17T23:59:59+02:00;5;558410;Salzburg;136064;24.37
2021-04-17T23:59:59+02:00;6;1246395;Steiermark;293370;23.54
2021-04-17T23:59:59+02:00;7;757634;Tirol;287572;37.96
2021-04-17T23:59:59+02:00;8;397139;Vorarlberg;126006;31.73
2021-04-17T23:59:59+02:00;9;1911191;Wien;459803;24.Jun
2021-04-17T23:59:59+02:00;10;8901064;Österreich;2459606;27.63
2021-04-18T23:59:59+02:00;1;294436;Burgenland;94357;32.05
2021-04-18T23:59:59+02:00;2;561293;Kärnten;167968;29.93
2021-04-18T23:59:59+02:00;3;1684287;Niederösterreich;497604;29.54
2021-04-18T23:59:59+02:00;4;1490279;Oberösterreich;391773;26.29
2021-04-18T23:59:59+02:00;5;558410;Salzburg;136135;24.38
2021-04-18T23:59:59+02:00;6;1246395;Steiermark;293764;23.57
2021-04-18T23:59:59+02:00;7;757634;Tirol;288262;38.05
2021-04-18T23:59:59+02:00;8;397139;Vorarlberg;126984;31.97
2021-04-18T23:59:59+02:00;9;1911191;Wien;464210;24.29
2021-04-18T23:59:59+02:00;10;8901064;Österreich;2477932;27.84
2021-04-19T23:59:59+02:00;1;294436;Burgenland;94524;32.10
2021-04-19T23:59:59+02:00;2;561293;Kärnten;168503;30.02
2021-04-19T23:59:59+02:00;3;1684287;Niederösterreich;504330;29.94
2021-04-19T23:59:59+02:00;4;1490279;Oberösterreich;393612;26.41
2021-04-19T23:59:59+02:00;5;558410;Salzburg;138654;24.83
2021-04-19T23:59:59+02:00;6;1246395;Steiermark;302011;24.23
2021-04-19T23:59:59+02:00;7;757634;Tirol;293011;38.67
2021-04-19T23:59:59+02:00;8;397139;Vorarlberg;127019;31.98
2021-04-19T23:59:59+02:00;9;1911191;Wien;478119;25.Feb
2021-04-19T23:59:59+02:00;10;8901064;Österreich;2516807;28.28
2021-04-20T23:59:59+02:00;1;294436;Burgenland;95610;32.47
2021-04-20T23:59:59+02:00;2;561293;Kärnten;169616;30.22
2021-04-20T23:59:59+02:00;3;1684287;Niederösterreich;513042;30.46
2021-04-20T23:59:59+02:00;4;1490279;Oberösterreich;398583;26.75
2021-04-20T23:59:59+02:00;5;558410;Salzburg;142052;25.44
2021-04-20T23:59:59+02:00;6;1246395;Steiermark;308782;24.77
2021-04-20T23:59:59+02:00;7;757634;Tirol;295013;38.94
2021-04-20T23:59:59+02:00;8;397139;Vorarlberg;127028;31.99
2021-04-20T23:59:59+02:00;9;1911191;Wien;490872;25.68
2021-04-20T23:59:59+02:00;10;8901064;Österreich;2557803;28.74
2021-04-21T23:59:59+02:00;1;294436;Burgenland;96344;32.72
2021-04-21T23:59:59+02:00;2;561293;Kärnten;171601;30.57
2021-04-21T23:59:59+02:00;3;1684287;Niederösterreich;523744;31.Okt
2021-04-21T23:59:59+02:00;4;1490279;Oberösterreich;410188;27.52
2021-04-21T23:59:59+02:00;5;558410;Salzburg;147253;26.37
2021-04-21T23:59:59+02:00;6;1246395;Steiermark;322790;25.90
2021-04-21T23:59:59+02:00;7;757634;Tirol;301411;39.78
2021-04-21T23:59:59+02:00;8;397139;Vorarlberg;127536;32.11
2021-04-21T23:59:59+02:00;9;1911191;Wien;504231;26.38
2021-04-21T23:59:59+02:00;10;8901064;Österreich;2628309;29.53
2021-04-22T23:59:59+02:00;1;294436;Burgenland;98939;33.60
2021-04-22T23:59:59+02:00;2;561293;Kärnten;172932;30.81
2021-04-22T23:59:59+02:00;3;1684287;Niederösterreich;540144;32.07
2021-04-22T23:59:59+02:00;4;1490279;Oberösterreich;421971;28.31
2021-04-22T23:59:59+02:00;5;558410;Salzburg;152024;27.22
2021-04-22T23:59:59+02:00;6;1246395;Steiermark;332638;26.69
2021-04-22T23:59:59+02:00;7;757634;Tirol;303461;40.05
2021-04-22T23:59:59+02:00;8;397139;Vorarlberg;130828;32.94
2021-04-22T23:59:59+02:00;9;1911191;Wien;517307;27.Jul
2021-04-22T23:59:59+02:00;10;8901064;Österreich;2693775;30.26
2021-04-23T23:59:59+02:00;1;294436;Burgenland;100138;34.01
2021-04-23T23:59:59+02:00;2;561293;Kärnten;173655;30.94
2021-04-23T23:59:59+02:00;3;1684287;Niederösterreich;551922;32.77
2021-04-23T23:59:59+02:00;4;1490279;Oberösterreich;436238;29.27
2021-04-23T23:59:59+02:00;5;558410;Salzburg;155812;27.90
2021-04-23T23:59:59+02:00;6;1246395;Steiermark;345165;27.69
2021-04-23T23:59:59+02:00;7;757634;Tirol;310171;40.94
2021-04-23T23:59:59+02:00;8;397139;Vorarlberg;132792;33.44
2021-04-23T23:59:59+02:00;9;1911191;Wien;531360;27.80
2021-04-23T23:59:59+02:00;10;8901064;Österreich;2761161;31.02
2021-04-24T23:59:59+02:00;1;294436;Burgenland;101356;34.42
2021-04-24T23:59:59+02:00;2;561293;Kärnten;180763;32.20
2021-04-24T23:59:59+02:00;3;1684287;Niederösterreich;558665;33.17
2021-04-24T23:59:59+02:00;4;1490279;Oberösterreich;440288;29.54
2021-04-24T23:59:59+02:00;5;558410;Salzburg;156311;27.99
2021-04-24T23:59:59+02:00;6;1246395;Steiermark;347125;27.85
2021-04-24T23:59:59+02:00;7;757634;Tirol;312092;41.19
2021-04-24T23:59:59+02:00;8;397139;Vorarlberg;135795;34.19
2021-04-24T23:59:59+02:00;9;1911191;Wien;542008;28.36
2021-04-24T23:59:59+02:00;10;8901064;Österreich;2798424;31.44
2021-04-25T23:59:59+02:00;1;294436;Burgenland;103958;35.31
2021-04-25T23:59:59+02:00;2;561293;Kärnten;186895;33.30
2021-04-25T23:59:59+02:00;3;1684287;Niederösterreich;561951;33.36
2021-04-25T23:59:59+02:00;4;1490279;Oberösterreich;445473;29.89
2021-04-25T23:59:59+02:00;5;558410;Salzburg;156384;28.Jän
2021-04-25T23:59:59+02:00;6;1246395;Steiermark;347726;27.90
2021-04-25T23:59:59+02:00;7;757634;Tirol;312742;41.28
2021-04-25T23:59:59+02:00;8;397139;Vorarlberg;139066;35.02
2021-04-25T23:59:59+02:00;9;1911191;Wien;549270;28.74
2021-04-25T23:59:59+02:00;10;8901064;Österreich;2827613;31.77
2021-04-26T23:59:59+02:00;1;294436;Burgenland;104660;35.55
2021-04-26T23:59:59+02:00;2;561293;Kärnten;187078;33.33
2021-04-26T23:59:59+02:00;3;1684287;Niederösterreich;567780;33.71
2021-04-26T23:59:59+02:00;4;1490279;Oberösterreich;451777;30.31
2021-04-26T23:59:59+02:00;5;558410;Salzburg;158592;28.40
2021-04-26T23:59:59+02:00;6;1246395;Steiermark;354602;28.45
2021-04-26T23:59:59+02:00;7;757634;Tirol;315367;41.63
2021-04-26T23:59:59+02:00;8;397139;Vorarlberg;139442;35.11
2021-04-26T23:59:59+02:00;9;1911191;Wien;559539;29.28
2021-04-26T23:59:59+02:00;10;8901064;Österreich;2863389;32.17
2021-04-27T23:59:59+02:00;1;294436;Burgenland;107045;36.36
2021-04-27T23:59:59+02:00;2;561293;Kärnten;188727;33.62
2021-04-27T23:59:59+02:00;3;1684287;Niederösterreich;576828;34.25
2021-04-27T23:59:59+02:00;4;1490279;Oberösterreich;464248;31.15
2021-04-27T23:59:59+02:00;5;558410;Salzburg;163043;29.20
2021-04-27T23:59:59+02:00;6;1246395;Steiermark;358023;28.72
2021-04-27T23:59:59+02:00;7;757634;Tirol;321553;42.44
2021-04-27T23:59:59+02:00;8;397139;Vorarlberg;139579;35.15
2021-04-27T23:59:59+02:00;9;1911191;Wien;572095;29.93
2021-04-27T23:59:59+02:00;10;8901064;Österreich;2915962;32.76
2021-04-28T23:59:59+02:00;1;294436;Burgenland;107705;36.58
2021-04-28T23:59:59+02:00;2;561293;Kärnten;190552;33.95
2021-04-28T23:59:59+02:00;3;1684287;Niederösterreich;587632;34.89
2021-04-28T23:59:59+02:00;4;1490279;Oberösterreich;470763;31.59
2021-04-28T23:59:59+02:00;5;558410;Salzburg;168888;30.24
2021-04-28T23:59:59+02:00;6;1246395;Steiermark;375094;30.Sep
2021-04-28T23:59:59+02:00;7;757634;Tirol;323279;42.67
2021-04-28T23:59:59+02:00;8;397139;Vorarlberg;139620;35.16
2021-04-28T23:59:59+02:00;9;1911191;Wien;585648;30.64
2021-04-28T23:59:59+02:00;10;8901064;Österreich;2974177;33.41
2021-04-29T23:59:59+02:00;1;294436;Burgenland;111967;38.03
2021-04-29T23:59:59+02:00;2;561293;Kärnten;192174;34.24
2021-04-29T23:59:59+02:00;3;1684287;Niederösterreich;606839;36.03
2021-04-29T23:59:59+02:00;4;1490279;Oberösterreich;484902;32.54
2021-04-29T23:59:59+02:00;5;558410;Salzburg;174541;31.26
2021-04-29T23:59:59+02:00;6;1246395;Steiermark;388430;31.16
2021-04-29T23:59:59+02:00;7;757634;Tirol;327700;43.25
2021-04-29T23:59:59+02:00;8;397139;Vorarlberg;141657;35.67
2021-04-29T23:59:59+02:00;9;1911191;Wien;600684;31.43
2021-04-29T23:59:59+02:00;10;8901064;Österreich;3054261;34.31
2021-04-30T23:59:59+02:00;1;294436;Burgenland;113867;38.67
2021-04-30T23:59:59+02:00;2;561293;Kärnten;197387;35.17
2021-04-30T23:59:59+02:00;3;1684287;Niederösterreich;619363;36.77
2021-04-30T23:59:59+02:00;4;1490279;Oberösterreich;500172;33.56
2021-04-30T23:59:59+02:00;5;558410;Salzburg;178919;32.04
2021-04-30T23:59:59+02:00;6;1246395;Steiermark;400852;32.16
2021-04-30T23:59:59+02:00;7;757634;Tirol;338303;44.65
2021-04-30T23:59:59+02:00;8;397139;Vorarlberg;147108;37.04
2021-04-30T23:59:59+02:00;9;1911191;Wien;615582;32.21
2021-04-30T23:59:59+02:00;10;8901064;Österreich;3137333;35.25
2021-05-01T23:59:59+02:00;1;294436;Burgenland;115333;39.17
2021-05-01T23:59:59+02:00;2;561293;Kärnten;205062;36.53
2021-05-01T23:59:59+02:00;3;1684287;Niederösterreich;626435;37.19
2021-05-01T23:59:59+02:00;4;1490279;Oberösterreich;505151;33.90
2021-05-01T23:59:59+02:00;5;558410;Salzburg;179250;32.10
2021-05-01T23:59:59+02:00;6;1246395;Steiermark;401963;32.25
2021-05-01T23:59:59+02:00;7;757634;Tirol;341815;45.12
2021-05-01T23:59:59+02:00;8;397139;Vorarlberg;154616;38.93
2021-05-01T23:59:59+02:00;9;1911191;Wien;622341;32.56
2021-05-01T23:59:59+02:00;10;8901064;Österreich;3177954;35.70
2021-05-02T23:59:59+02:00;1;294436;Burgenland;115402;39.19
2021-05-02T23:59:59+02:00;2;561293;Kärnten;212607;37.88
2021-05-02T23:59:59+02:00;3;1684287;Niederösterreich;628086;37.29
2021-05-02T23:59:59+02:00;4;1490279;Oberösterreich;505188;33.90
2021-05-02T23:59:59+02:00;5;558410;Salzburg;179283;32.11
2021-05-02T23:59:59+02:00;6;1246395;Steiermark;402054;32.26
2021-05-02T23:59:59+02:00;7;757634;Tirol;341827;45.12
2021-05-02T23:59:59+02:00;8;397139;Vorarlberg;155130;39.06
2021-05-02T23:59:59+02:00;9;1911191;Wien;628600;32.89
2021-05-02T23:59:59+02:00;10;8901064;Österreich;3194219;35.89
2021-05-03T23:59:59+02:00;1;294436;Burgenland;115653;39.28
2021-05-03T23:59:59+02:00;2;561293;Kärnten;212816;37.92
